D_id,fold_id
MESH:C537548,4
MESH:C537564,4
MESH:C537575,4
MESH:C537596,4
MESH:C537622,4
MESH:C537652,4
MESH:C537705,4
MESH:C537709,4
MESH:C537710,4
MESH:C537743,4
MESH:C537914,4
MESH:C537915,4
MESH:C537931,4
MESH:C537989,4
MESH:C538001,4
MESH:C538003,4
MESH:C538053,4
MESH:C538068,4
MESH:C538116,4
MESH:C538118,4
MESH:C538124,4
MESH:C538133,4
MESH:C538159,4
MESH:C538179,4
MESH:C538192,4
MESH:C538228,4
MESH:C538236,4
MESH:C538243,4
MESH:C538249,4
MESH:C538262,4
MESH:C538280,4
MESH:C538317,4
MESH:C538334,4
MESH:C538344,4
MESH:C538346,4
MESH:C538361,4
MESH:C548029,4
MESH:C548032,4
MESH:C548074,4
MESH:C548076,4
MESH:C548078,4
MESH:C562378,4
MESH:C562429,4
MESH:C562600,4
MESH:C562602,4
MESH:C562603,4
MESH:C562678,4
MESH:C562716,4
MESH:C562719,4
MESH:C562725,4
MESH:C562727,4
MESH:C562733,4
MESH:C562735,4
MESH:C562770,4
MESH:C562776,4
MESH:C562791,4
MESH:C562803,4
MESH:C562815,4
MESH:C562829,4
MESH:C562865,4
MESH:C562873,4
MESH:C562876,4
MESH:C562884,4
MESH:C562934,4
MESH:C563004,4
MESH:C563010,4
MESH:C563016,4
MESH:C563030,4
MESH:C563181,4
MESH:C563209,4
MESH:C563233,4
MESH:C563278,4
MESH:C563319,4
MESH:C563410,4
MESH:C563467,4
MESH:C563618,4
MESH:C563785,4
MESH:C563786,4
MESH:C563824,4
MESH:C563844,4
MESH:C563856,4
MESH:C563866,4
MESH:C563867,4
MESH:C564010,4
MESH:C564038,4
MESH:C564052,4
MESH:C564064,4
MESH:C564093,4
MESH:C564154,4
MESH:C564221,4
MESH:C564275,4
MESH:C564312,4
MESH:C564327,4
MESH:C564334,4
MESH:C564365,4
MESH:C564392,4
MESH:C564469,4
MESH:C564472,4
MESH:C564474,4
MESH:C564485,4
MESH:C564539,4
MESH:C564577,4
MESH:C564612,4
MESH:C564616,4
MESH:C564633,4
MESH:C564652,4
MESH:C564664,4
MESH:C564683,4
MESH:C564685,4
MESH:C564715,4
MESH:C564723,4
MESH:C564732,4
MESH:C564747,4
MESH:C564766,4
MESH:C564782,4
MESH:C564859,4
MESH:C564915,4
MESH:C564968,4
MESH:C564972,4
MESH:C565100,4
MESH:C565114,4
MESH:C565143,4
MESH:C565195,4
MESH:C565218,4
MESH:C565255,4
MESH:C565276,4
MESH:C565334,4
MESH:C565370,4
MESH:C565476,4
MESH:C565507,4
MESH:C565537,4
MESH:C565662,4
MESH:C565699,4
MESH:C565738,4
MESH:C565772,4
MESH:C565778,4
MESH:C565779,4
MESH:C565809,4
MESH:C565870,4
MESH:C565948,4
MESH:C565957,4
MESH:C565965,4
MESH:C565970,4
MESH:C565977,4
MESH:C566033,4
MESH:C566267,4
MESH:C566339,4
MESH:C566384,4
MESH:C566438,4
MESH:C566449,4
MESH:C566469,4
MESH:C566476,4
MESH:C566530,4
MESH:C566587,4
MESH:C566611,4
MESH:C566637,4
MESH:C566706,4
MESH:C566750,4
MESH:C566751,4
MESH:C566822,4
MESH:C566852,4
MESH:C566911,4
MESH:C566912,4
MESH:C566917,4
MESH:C566933,4
MESH:C566945,4
MESH:C567006,4
MESH:C567010,4
MESH:C567032,4
MESH:C567174,4
MESH:C567187,4
MESH:C567196,4
MESH:C567258,4
MESH:C567359,4
MESH:C567416,4
MESH:C567436,4
MESH:C567558,4
MESH:C567641,4
MESH:C567642,4
MESH:C567767,4
MESH:C567784,4
MESH:C567791,4
MESH:C567832,4
MESH:C567838,4
MESH:C567844,4
MESH:C567845,4
MESH:C567886,4
MESH:C574275,4
MESH:C576976,4
MESH:C580002,4
MESH:C580047,4
MESH:C585640,4
MESH:D000012,4
MESH:D000075262,4
MESH:D000080362,4
MESH:D000141,4
MESH:D000326,4
MESH:D000347,4
MESH:D000690,4
MESH:D000755,4
MESH:D000848,4
MESH:D001024,4
MESH:D001471,4
MESH:D002609,4
MESH:D005621,4
MESH:D005693,4
MESH:D005902,4
MESH:D006009,4
MESH:D006105,4
MESH:D006432,4
MESH:D006467,4
MESH:D006527,4
MESH:D006828,4
MESH:D006938,4
MESH:D006950,4
MESH:D007562,4
MESH:D007566,4
MESH:D007589,4
MESH:D007645,4
MESH:D007965,4
MESH:D008072,4
MESH:D009081,4
MESH:D009084,4
MESH:D009224,4
MESH:D009261,4
MESH:D010022,4
MESH:D010547,4
MESH:D010916,4
MESH:D011038,4
MESH:D011547,4
MESH:D011556,4
MESH:D011561,4
MESH:D013584,4
MESH:D013661,4
MESH:D014923,4
MESH:D015207,4
MESH:D015473,4
MESH:D015799,4
MESH:D016098,4
MESH:D016111,4
MESH:D016114,4
MESH:D017044,4
MESH:D017085,4
MESH:D017086,4
MESH:D017681,4
MESH:D017889,4
MESH:D018382,4
MESH:D018860,4
MESH:D018980,4
MESH:D019150,4
MESH:D019294,4
MESH:D019871,4
MESH:D020192,4
MESH:D020194,4
MESH:D020386,4
MESH:D020388,4
MESH:D020936,4
MESH:D021921,4
MESH:D034062,4
MESH:D039141,4
MESH:D046150,4
MESH:D046350,4
MESH:D046351,4
MESH:D050033,4
MESH:D053306,4
MESH:D053579,4
MESH:D054067,4
MESH:D054546,4
MESH:D054975,4
MESH:D055036,4
MESH:D055947,4
MESH:D056732,4
MESH:D056733,4
MESH:D056770,4
MESH:D056829,4
MESH:D057826,4
MESH:D058490,4
MESH:D058494,4
MESH:D058496,4
MESH:D058747,4
MESH:D059446,4
MESH:C000626124,5
MESH:C531716,5
MESH:C535301,5
MESH:C535311,5
MESH:C535338,5
MESH:C535374,5
MESH:C535407,5
MESH:C535417,5
MESH:C535423,5
MESH:C535434,5
MESH:C535440,5
MESH:C535464,5
MESH:C535474,5
MESH:C535475,5
MESH:C535476,5
MESH:C535477,5
MESH:C535493,5
MESH:C535516,5
MESH:C535536,5
MESH:C535538,5
MESH:C535541,5
MESH:C535566,5
MESH:C535576,5
MESH:C535581,5
MESH:C535632,5
MESH:C535679,5
MESH:C535684,5
MESH:C535686,5
MESH:C535706,5
MESH:C535726,5
MESH:C535731,5
MESH:C535748,5
MESH:C535759,5
MESH:C535766,5
MESH:C535776,5
MESH:C535788,5
MESH:C535793,5
MESH:C535797,5
MESH:C535857,5
MESH:C535909,5
MESH:C535942,5
MESH:C535959,5
MESH:C535978,5
MESH:C536017,5
MESH:C536022,5
MESH:C536038,5
MESH:C536065,5
MESH:C536101,5
MESH:C536102,5
MESH:C536116,5
MESH:C536119,5
MESH:C536133,5
MESH:C536138,5
MESH:C536140,5
MESH:C536141,5
MESH:C536152,5
MESH:C536167,5
MESH:C536168,5
MESH:C536181,5
MESH:C536192,5
MESH:C536198,5
MESH:C536201,5
MESH:C536208,5
MESH:C536209,5
MESH:C536210,5
MESH:C536254,5
MESH:C536271,5
MESH:C536285,5
MESH:C536405,5
MESH:C536424,5
MESH:C536438,5
MESH:C536446,5
MESH:C536456,5
MESH:C536457,5
MESH:C536463,5
MESH:C536464,5
MESH:C536490,5
MESH:C536492,5
MESH:C536549,5
MESH:C536556,5
MESH:C536623,5
MESH:C536637,5
MESH:C536641,5
MESH:C536719,5
MESH:C536826,5
MESH:C536887,5
MESH:C536888,5
MESH:C536919,5
MESH:C536920,5
MESH:C536932,5
MESH:C536937,5
MESH:C536940,5
MESH:C536942,5
MESH:C536959,5
MESH:C536961,5
MESH:C536962,5
MESH:C536965,5
MESH:C536990,5
MESH:C537004,5
MESH:C537005,5
MESH:C537015,5
MESH:C537111,5
MESH:C537122,5
MESH:C537128,5
MESH:C537145,5
MESH:C537160,5
MESH:C537172,5
MESH:C537177,5
MESH:C537207,5
MESH:C537210,5
MESH:C537246,5
MESH:C537274,5
MESH:C537297,5
MESH:C537302,5
MESH:C537304,5
MESH:C537356,5
MESH:C537396,5
MESH:C537425,5
MESH:C537451,5
MESH:C537459,5
MESH:C537464,5
MESH:C537465,5
MESH:C537475,5
MESH:C537492,5
MESH:C537501,5
MESH:C537502,5
MESH:C537527,5
MESH:C537528,5
MESH:C537555,5
MESH:C537586,5
MESH:C537627,5
MESH:C537704,5
MESH:C537723,5
MESH:C537724,5
MESH:C537730,5
MESH:C537734,5
MESH:C537736,5
MESH:C537834,5
MESH:C537845,5
MESH:C537849,5
MESH:C537878,5
MESH:C537881,5
MESH:C537907,5
MESH:C537923,5
MESH:C537952,5
MESH:C537984,5
MESH:C537994,5
MESH:C537998,5
MESH:C538074,5
MESH:C538089,5
MESH:C538119,5
MESH:C538136,5
MESH:C538137,5
MESH:C538150,5
MESH:C538152,5
MESH:C538178,5
MESH:C538191,5
MESH:C538209,5
MESH:C538212,5
MESH:C538215,5
MESH:C538225,5
MESH:C538246,5
MESH:C538331,5
MESH:C538336,5
MESH:C538349,5
MESH:C538353,5
MESH:C538375,5
MESH:C538380,5
MESH:C538382,5
MESH:C538387,5
MESH:C538457,5
MESH:C538590,5
MESH:C545036,5
MESH:C548080,5
MESH:C562440,5
MESH:C562476,5
MESH:C562492,5
MESH:C562538,5
MESH:C562567,5
MESH:C562583,5
MESH:C562590,5
MESH:C562591,5
MESH:C562618,5
MESH:C562626,5
MESH:C562646,5
MESH:C562647,5
MESH:C562718,5
MESH:C562794,5
MESH:C562851,5
MESH:C562880,5
MESH:C562901,5
MESH:C562924,5
MESH:C562963,5
MESH:C562966,5
MESH:C563007,5
MESH:C563008,5
MESH:C563043,5
MESH:C563052,5
MESH:C563120,5
MESH:C563136,5
MESH:C563162,5
MESH:C563177,5
MESH:C563242,5
MESH:C563270,5
MESH:C563273,5
MESH:C563335,5
MESH:C563375,5
MESH:C563614,5
MESH:C563627,5
MESH:C563678,5
MESH:C563700,5
MESH:C563703,5
MESH:C563709,5
MESH:C563710,5
MESH:C563721,5
MESH:C563730,5
MESH:C563738,5
MESH:C563781,5
MESH:C563789,5
MESH:C563799,5
MESH:C563923,5
MESH:C563961,5
MESH:C563977,5
MESH:C563990,5
MESH:C564005,5
MESH:C564048,5
MESH:C564063,5
MESH:C564071,5
MESH:C564105,5
MESH:C564146,5
MESH:C564166,5
MESH:C564234,5
MESH:C564253,5
MESH:C564367,5
MESH:C564404,5
MESH:C564428,5
MESH:C564461,5
MESH:C564491,5
MESH:C564492,5
MESH:C564538,5
MESH:C564544,5
MESH:C564554,5
MESH:C564593,5
MESH:C564656,5
MESH:C564708,5
MESH:C564741,5
MESH:C564874,5
MESH:C564921,5
MESH:C564970,5
MESH:C565089,5
MESH:C565121,5
MESH:C565125,5
MESH:C565126,5
MESH:C565145,5
MESH:C565179,5
MESH:C565188,5
MESH:C565207,5
MESH:C565232,5
MESH:C565258,5
MESH:C565261,5
MESH:C565264,5
MESH:C565278,5
MESH:C565360,5
MESH:C565367,5
MESH:C565460,5
MESH:C565485,5
MESH:C565510,5
MESH:C565532,5
MESH:C565705,5
MESH:C565733,5
MESH:C565735,5
MESH:C565740,5
MESH:C565810,5
MESH:C565846,5
MESH:C565898,5
MESH:C565935,5
MESH:C566005,5
MESH:C566255,5
MESH:C566293,5
MESH:C566343,5
MESH:C566381,5
MESH:C566402,5
MESH:C566452,5
MESH:C566487,5
MESH:C566506,5
MESH:C566528,5
MESH:C566540,5
MESH:C566602,5
MESH:C566604,5
MESH:C566618,5
MESH:C566643,5
MESH:C566650,5
MESH:C566729,5
MESH:C566815,5
MESH:C566951,5
MESH:C566984,5
MESH:C566988,5
MESH:C566996,5
MESH:C567024,5
MESH:C567060,5
MESH:C567061,5
MESH:C567069,5
MESH:C567101,5
MESH:C567129,5
MESH:C567134,5
MESH:C567166,5
MESH:C567203,5
MESH:C567207,5
MESH:C567355,5
MESH:C567379,5
MESH:C567411,5
MESH:C567442,5
MESH:C567466,5
MESH:C567481,5
MESH:C567515,5
MESH:C567523,5
MESH:C567533,5
MESH:C567555,5
MESH:C567576,5
MESH:C567577,5
MESH:C567635,5
MESH:C567636,5
MESH:C567639,5
MESH:C567651,5
MESH:C567656,5
MESH:C567657,5
MESH:C567672,5
MESH:C567688,5
MESH:C567739,5
MESH:C567752,5
MESH:C567861,5
MESH:C575534,5
MESH:C580162,5
MESH:C580192,5
MESH:C580388,5
MESH:D000742,5
MESH:D002813,5
MESH:D002925,5
MESH:D003456,5
MESH:D003784,5
MESH:D003811,5
MESH:D004062,5
MESH:D004310,5
MESH:D004476,5
MESH:D004831,5
MESH:D005097,5
MESH:D005171,5
MESH:D005175,5
MESH:D005271,5
MESH:D005600,5
MESH:D005633,5
MESH:D006012,5
MESH:D006014,5
MESH:D006211,5
MESH:D006250,5
MESH:D006689,5
MESH:D006816,5
MESH:D007010,5
MESH:D007024,5
MESH:D007184,5
MESH:D007619,5
MESH:D007644,5
MESH:D007873,5
MESH:D007888,5
MESH:D007926,5
MESH:D008065,5
MESH:D008342,5
MESH:D009134,5
MESH:D010004,5
MESH:D010009,5
MESH:D010214,5
MESH:D010282,5
MESH:D010520,5
MESH:D012497,5
MESH:D013771,5
MESH:D013915,5
MESH:D014339,5
MESH:D015217,5
MESH:D015223,5
MESH:D015324,5
MESH:D015325,5
MESH:D015417,5
MESH:D015518,5
MESH:D016110,5
MESH:D016532,5
MESH:D016538,5
MESH:D016649,5
MESH:D016738,5
MESH:D016891,5
MESH:D017241,5
MESH:D018335,5
MESH:D018500,5
MESH:D018888,5
MESH:D020159,5
MESH:D020275,5
MESH:D020277,5
MESH:D020513,5
MESH:D020967,5
MESH:D028227,5
MESH:D029242,5
MESH:D046589,5
MESH:D049290,5
MESH:D049310,5
MESH:D050010,5
MESH:D053098,5
MESH:D053307,5
MESH:D053358,5
MESH:D053632,5
MESH:D054069,5
MESH:D054091,5
MESH:D054463,5
MESH:D056266,5
MESH:D056693,5
MESH:D056725,5
MESH:D056728,5
MESH:D056729,5
MESH:D056769,5
MESH:D056828,5
MESH:D058631,5
MESH:D063730,5
