D_id,G_id,label
MESH:C562733,6017,1
MESH:D016506,27032,1
MESH:C537756,27031,1
MESH:C538259,7018,1
MESH:D012497,3074,1
MESH:D010004,3248,1
MESH:D010004,6578,1
MESH:C563848,1410,1
MESH:D056693,5095,1
MESH:D056693,5096,1
MESH:C567126,56945,1
MESH:C564499,9210,1
MESH:C563797,85476,1
MESH:D023961,2492,1
MESH:C537407,5352,1
MESH:C537709,8546,1
MESH:C565801,1356,1
MESH:C536004,1356,1
MESH:C567262,9197,1
MESH:C567769,2671,1
MESH:D002549,5428,1
MESH:C566982,57560,1
MESH:C538139,6476,1
MESH:D015223,3988,1
MESH:C537417,590,1
MESH:C566751,590,1
MESH:D000848,4487,1
MESH:C566393,11235,1
MESH:D020786,11235,1
MESH:D020786,5290,1
MESH:D020786,83605,1
MESH:D020786,889,1
MESH:C536841,5274,1
MESH:C565328,3207,1
MESH:C565805,2690,1
MESH:C565805,2693,1
MESH:D046150,2690,1
MESH:C567763,5290,1
MESH:D017492,5290,1
MESH:C567863,5290,1
MESH:D055752,5925,1
MESH:C562546,5290,1
MESH:D004613,132884,1
MESH:D004613,2121,1
MESH:C564969,6261,1
MESH:C565706,131118,1
MESH:C565948,4990,1
MESH:C565948,6657,1
MESH:C565949,4990,1
MESH:C565949,6657,1
MESH:C535308,56922,1
MESH:C535962,5339,1
MESH:C565836,1967,1
MESH:C565312,1181,1
MESH:C537160,147495,1
MESH:C566923,1414,1
MESH:D014929,7466,1
MESH:D056828,2161,1
MESH:C537060,3827,1
MESH:C567258,9370,1
MESH:C565344,8626,1
MESH:C538052,8626,1
MESH:C564365,9076,1
MESH:D029241,4976,1
MESH:C537537,2643,1
MESH:C537537,7054,1
MESH:C567453,165918,1
MESH:C567401,80169,1
MESH:C564508,10134,1
MESH:C567280,6165,1
MESH:C566869,5158,1
MESH:D008059,3425,1
MESH:D001749,2261,1
MESH:D001749,3265,1
MESH:D001749,3845,1
MESH:D001749,5925,1
MESH:D000130,2261,1
MESH:C562937,2261,1
MESH:C538132,2263,1
MESH:C537356,59341,1
MESH:C536508,2261,1
MESH:C537369,2261,1
MESH:C567382,2261,1
MESH:D003394,2263,1
MESH:D000168,2260,1
MESH:D000168,2263,1
MESH:D000168,7291,1
MESH:D054877,10815,1
MESH:D054877,1487,1
MESH:D054877,3954,1
MESH:D054877,53834,1
MESH:D054877,7468,1
MESH:C563843,4487,1
MESH:C536695,132884,1
MESH:C536695,2121,1
MESH:C565631,7466,1
MESH:D004370,1123,1
MESH:D004370,57167,1
MESH:C567416,3166,1
MESH:C567639,579,1
MESH:C536430,91147,1
MESH:C562746,8842,1
MESH:C566823,6622,1
MESH:D010661,5053,1
MESH:D010661,5860,1
MESH:C564738,283989,1
MESH:C565448,1737,1
MESH:C536209,8929,1
MESH:C538119,8929,1
MESH:D017681,5156,1
MESH:D016116,3815,1
MESH:D034701,3815,1
MESH:D007946,3815,1
MESH:D034721,3815,1
MESH:C535860,2324,1
MESH:C535860,3791,1
MESH:C535860,84168,1
MESH:C567196,79644,1
MESH:C535749,56052,1
MESH:C562879,10117,1
MESH:C567038,8671,1
MESH:C537255,147372,1
MESH:D050010,213,1
MESH:C563785,10058,1
MESH:C566300,174,1
MESH:C535679,2296,1
MESH:C535679,5308,1
MESH:C563794,9987,1
MESH:D003784,1834,1
MESH:D003811,1834,1
MESH:C565316,1834,1
MESH:C538216,1834,1
MESH:D063730,5251,1
MESH:D016891,5310,1
MESH:D016891,5311,1
MESH:D016891,5589,1
MESH:D017044,5314,1
MESH:D059446,2657,1
MESH:C537526,56916,1
MESH:C537659,56916,1
MESH:C537089,650,1
MESH:C537089,658,1
MESH:C537089,8200,1
MESH:C535661,4882,1
MESH:C562420,3239,1
MESH:C537931,8200,1
MESH:C562902,10388,1
MESH:D000437,125,1
MESH:D000437,126,1
MESH:D000437,2555,1
MESH:D000437,3356,1
MESH:D000437,50833,1
MESH:D000012,4547,1
MESH:D044905,4126,1
MESH:C565258,60,1
MESH:C565089,166929,1
MESH:C566493,3033,1
MESH:C535310,3033,1
MESH:C566587,401,1
MESH:D000347,2243,1
MESH:D000347,2244,1
MESH:D000347,2266,1
MESH:C567127,1950,1
MESH:C536075,1462,1
MESH:C535684,5308,1
MESH:C566996,287,1
MESH:C563428,287,1
MESH:C565406,8492,1
MESH:C535933,5205,1
MESH:C536192,84627,1
MESH:C565916,55212,1
MESH:C565921,166379,1
MESH:C536530,8642,1
MESH:C567647,5167,1
MESH:C535726,54808,1
MESH:C565329,2549,1
MESH:D029424,3162,1
MESH:D029424,4312,1
MESH:C537360,166785,1
MESH:C537361,326625,1
MESH:D008342,6949,1
MESH:C565359,4306,1
MESH:C566739,4621,1
MESH:C562727,2243,1
MESH:C562727,2244,1
MESH:C562727,2266,1
MESH:C538249,2243,1
MESH:C538249,335,1
MESH:C538249,4069,1
MESH:C538249,567,1
MESH:D054556,2147,1
MESH:D054556,2153,1
MESH:D054556,2162,1
MESH:D054556,3026,1
MESH:D054556,4524,1
MESH:D054556,462,1
MESH:D054556,5624,1
MESH:D054556,5627,1
MESH:C565970,2243,1
MESH:C565970,2244,1
MESH:C565970,2266,1
MESH:C567636,9227,1
MESH:C536992,57674,1
MESH:C563467,6999,1
MESH:C536833,2639,1
MESH:C567764,7092,1
MESH:D054880,175,1
MESH:C537459,2934,1
MESH:C563750,291,1
MESH:C548074,57038,1
MESH:C564185,55325,1
MESH:D005173,2160,1
MESH:C562576,10653,1
MESH:C536987,701,1
MESH:D006250,340024,1
MESH:C536285,153201,1
MESH:D013342,23431,1
MESH:D019871,1736,1
MESH:C567730,6531,1
MESH:C567018,54888,1
MESH:C565510,4552,1
MESH:C564948,22948,1
MESH:C535278,1767,1
MESH:C536208,9320,1
MESH:C566398,5621,1
MESH:C565218,11078,1
MESH:D054463,136647,1
MESH:D054463,2068,1
MESH:C567119,51151,1
MESH:D006966,5618,1
MESH:C565624,133686,1
MESH:D020386,3736,1
MESH:C567207,6507,1
MESH:D003635,25836,1
MESH:D003635,8243,1
MESH:D003635,9126,1
MESH:C567487,2533,1
MESH:C566443,730,1
MESH:C565373,4338,1
MESH:C535811,4337,1
MESH:C562643,9180,1
MESH:C538179,5144,1
MESH:C538179,5573,1
MESH:D003057,1161,1
MESH:D003057,2074,1
MESH:C566345,57688,1
MESH:D054078,4598,1
MESH:C565717,153562,1
MESH:D014897,6606,1
MESH:D014897,6607,1
MESH:C535309,64087,1
MESH:D002836,2158,1
MESH:C566469,5573,1
MESH:C537500,23636,1
MESH:D009087,411,1
MESH:D016538,2990,1
MESH:C565278,29958,1
MESH:C565095,1719,1
MESH:C564254,5921,1
MESH:C565788,84059,1
MESH:C536316,9333,1
MESH:C535944,324,1
MESH:D005736,324,1
MESH:C566778,324,1
MESH:D008113,1499,1
MESH:D008113,324,1
MESH:D008113,3482,1
MESH:D008113,4233,1
MESH:D008113,5157,1
MESH:D008113,5290,1
MESH:D008113,7157,1
MESH:D008113,8312,1
MESH:D008113,841,1
MESH:D000757,55521,1
MESH:D014339,137814,1
MESH:D014339,1482,1
MESH:D014339,2627,1
MESH:D014339,6899,1
MESH:C567129,7273,1
MESH:C536211,2201,1
MESH:C564310,25794,1
MESH:D008209,2324,1
MESH:C536778,6584,1
MESH:C567767,10111,1
MESH:C563649,30813,1
MESH:C535460,51128,1
MESH:C537834,4166,1
MESH:C535477,7045,1
MESH:C535474,7045,1
MESH:C535942,7045,1
MESH:C535466,3786,1
MESH:C537484,6253,1
MESH:C535483,4621,1
MESH:C566049,7201,1
MESH:C564221,2908,1
MESH:C566545,5459,1
MESH:D056770,11005,1
MESH:C565935,30009,1
MESH:C565935,5732,1
MESH:C535423,79628,1
MESH:C536170,1836,1
MESH:C535504,1836,1
MESH:C535395,1836,1
MESH:C536016,1836,1
MESH:C565626,1836,1
MESH:C563007,1280,1
MESH:C580150,1436,1
MESH:C536653,5159,1
MESH:C566951,220074,1
MESH:C567372,345611,1
MESH:D013661,3073,1
MESH:C535896,6444,1
MESH:C566931,9842,1
MESH:C566928,7297,1
MESH:C564064,6792,1
MESH:C563897,3779,1
MESH:C567410,652,1
MESH:C537274,285590,1
MESH:C567123,1482,1
MESH:C566827,4488,1
MESH:C565753,4488,1
MESH:C566826,4488,1
MESH:C566825,4488,1
MESH:D058495,64324,1
MESH:C536687,2146,1
MESH:C536825,54345,1
MESH:C567171,9935,1
MESH:C562943,7157,1
MESH:C580458,9897,1
MESH:C567363,6569,1
MESH:C562999,1591,1
MESH:C562999,6569,1
MESH:D005175,2161,1
MESH:D056829,710,1
MESH:D006933,10599,1
MESH:D006933,28234,1
MESH:C563172,5626,1
MESH:C567527,9509,1
MESH:C564516,10159,1
MESH:C564593,64221,1
MESH:C563476,7415,1
MESH:C567096,3662,1
MESH:C535970,5080,1
MESH:C564899,1053,1
MESH:C567581,2158,1
MESH:C535493,1832,1
MESH:C564400,1832,1
MESH:C535581,1832,1
MESH:C565102,1832,1
MESH:C538346,3728,1
MESH:D019280,147912,1
MESH:D019280,2138,1
MESH:D019280,6495,1
MESH:D019280,7020,1
MESH:C535759,1103,1
MESH:C536888,4222,1
MESH:D020192,378884,1
MESH:D020192,7957,1
MESH:C564976,378884,1
MESH:C564976,7957,1
MESH:C565701,51473,1
MESH:C535803,7915,1
MESH:C562618,210,1
MESH:C562760,2776,1
MESH:C536657,7132,1
MESH:C535979,1589,1
MESH:C565977,1589,1
MESH:C536193,7148,1
MESH:D053307,959,1
MESH:C567605,2697,1
MESH:C567234,8831,1
MESH:C567650,6204,1
MESH:D010580,6794,1
MESH:C563992,7287,1
MESH:D003865,121278,1
MESH:D003865,2289,1
MESH:D003865,3356,1
MESH:C565207,222662,1
MESH:C565467,6335,1
MESH:C567750,5961,1
MESH:C536309,1495,1
MESH:C536309,5961,1
MESH:D015794,1121,1
MESH:C535602,2202,1
MESH:C564284,5961,1
MESH:C564284,6094,1
MESH:C535358,1121,1
MESH:C535358,3000,1
MESH:C564683,191,1
MESH:C564683,27232,1
MESH:C564683,4143,1
MESH:C535994,5189,1
MESH:C535314,9820,1
MESH:C535707,9533,1
MESH:C536766,5429,1
MESH:C567211,221421,1
MESH:C565699,8398,1
MESH:D002973,860,1
MESH:C565390,4594,1
MESH:C566111,6005,1
MESH:C567210,22858,1
MESH:C565557,2729,1
MESH:C563187,51715,1
MESH:C566425,346007,1
MESH:C536390,4036,1
MESH:C535331,2245,1
MESH:D006828,199713,1
MESH:D029461,10020,1
MESH:D029461,26503,1
MESH:C537521,1291,1
MESH:C537521,1292,1
MESH:C537521,1293,1
MESH:C535436,1291,1
MESH:C535436,1292,1
MESH:C535436,1293,1
MESH:C538197,4646,1
MESH:C536602,167691,1
MESH:C535805,6785,1
MESH:C535711,1629,1
MESH:C535711,593,1
MESH:C535711,594,1
MESH:C535781,145873,1
MESH:C535781,3955,1
MESH:C565891,4907,1
MESH:C535744,9526,1
MESH:C566883,28962,1
MESH:D010022,1186,1
MESH:C537362,1789,1
MESH:C537705,7403,1
MESH:C537705,8085,1
MESH:C566984,9896,1
MESH:C536719,9896,1
MESH:C535387,8838,1
MESH:C563856,7259,1
MESH:C567212,345895,1
MESH:C567570,222546,1
MESH:C536570,2697,1
MESH:C538155,3239,1
MESH:C564317,3908,1
MESH:D058088,6442,1
MESH:D020162,383,1
MESH:C537440,5167,1
MESH:C565944,5167,1
MESH:C565337,2070,1
MESH:C536295,54806,1
MESH:D012035,5191,1
MESH:D012035,5264,1
MESH:D017204,6638,1
MESH:D017204,7337,1
MESH:C567273,23328,1
MESH:C563958,387082,1
MESH:D052456,19,1
MESH:C565188,23345,1
MESH:C536614,57222,1
MESH:D038921,6197,1
MESH:C536116,6595,1
MESH:C537723,4204,1
MESH:D003103,5080,1
MESH:C535737,23474,1
MESH:C536005,39,1
MESH:C563618,4018,1
MESH:C566897,5340,1
MESH:C563665,5250,1
MESH:C567845,8635,1
MESH:C538215,64094,1
MESH:C535282,56975,1
MESH:C537502,3977,1
MESH:C565870,54476,1
MESH:C567709,3679,1
MESH:C537183,7291,1
MESH:C566325,2263,1
MESH:C566325,7291,1
MESH:C567504,8701,1
MESH:C567166,84668,1
MESH:C537419,171023,1
MESH:C567854,55975,1
MESH:C563410,1687,1
MESH:C567438,54205,1
MESH:C535397,3198,1
MESH:C567359,3199,1
MESH:C535627,3209,1
MESH:C536424,10804,1
MESH:C536424,2706,1
MESH:C536424,5456,1
MESH:C564859,51251,1
MESH:C566716,6100,1
MESH:C565918,27241,1
MESH:C564305,168667,1
MESH:C566963,57057,1
MESH:C567057,51314,1
MESH:C536252,6424,1
MESH:D054975,2737,1
MESH:C537300,2737,1
MESH:C536333,2737,1
MESH:C538374,2645,1
MESH:C566337,255738,1
MESH:C536582,4967,1
MESH:C566394,83605,1
MESH:C565716,107,1
MESH:C537409,695,1
MESH:C538150,4038,1
MESH:D056807,435,1
MESH:C567095,154881,1
MESH:C563796,256297,1
MESH:D021921,2006,1
MESH:D018980,2006,1
MESH:D018980,51085,1
MESH:C565532,653361,1
MESH:C535413,3315,1
MESH:C564245,948,1
MESH:C564265,3082,1
MESH:C548072,27445,1
MESH:C535935,5205,1
MESH:C535935,5244,1
MESH:C535935,8647,1
MESH:C567384,5243,1
MESH:C567513,10142,1
MESH:D052919,5189,1
MESH:C563233,219285,1
MESH:C562625,1277,1
MESH:C562625,9509,1
MESH:C536195,1290,1
MESH:C536044,1277,1
MESH:C536044,1278,1
MESH:D015663,1277,1
MESH:D015663,1278,1
MESH:D015663,6569,1
MESH:D015663,799,1
MESH:D015663,8572,1
MESH:D015663,9368,1
MESH:C536096,8910,1
MESH:C536398,10165,1
MESH:D020159,445,1
MESH:C538053,10165,1
MESH:C537248,7036,1
MESH:C563739,1174,1
MESH:C567320,8985,1
MESH:C537848,5649,1
MESH:C536210,1811,1
MESH:D007010,59341,1
MESH:C567282,857,1
MESH:D013734,367,1
MESH:C535984,1080,1
MESH:C567618,1080,1
MESH:C567618,6338,1
MESH:C567648,23554,1
MESH:C566966,220202,1
MESH:C537849,4693,1
MESH:C567393,5078,1
MESH:C567425,55131,1
MESH:C564140,3614,1
MESH:C566715,3614,1
MESH:C537932,2318,1
MESH:C567316,7139,1
MESH:D055673,374654,1
MESH:C565551,6916,1
MESH:C535579,673,1
MESH:C538280,55750,1
MESH:C567616,7480,1
MESH:C567419,70,1
MESH:C535887,3689,1
MESH:D003424,3569,1
MESH:D003424,64127,1
MESH:C566921,135935,1
MESH:C538247,60386,1
MESH:C567657,26047,1
MESH:C566506,3757,1
MESH:D029593,3753,1
MESH:D029593,3784,1
MESH:C564181,6469,1
MESH:C538177,374654,1
MESH:C537342,6469,1
MESH:C536311,64327,1
MESH:C573898,64327,1
MESH:C566046,64327,1
MESH:C536221,3110,1
MESH:C535902,6443,1
MESH:C537952,2055,1
MESH:C564269,9639,1
MESH:C538263,2626,1
MESH:C563799,8869,1
MESH:C567016,7991,1
MESH:C563660,5727,1
MESH:D055577,427,1
MESH:D008072,344,1
MESH:D008072,4023,1
MESH:D006950,4023,1
MESH:C567274,526,1
MESH:D015473,4926,1
MESH:D015473,5914,1
MESH:C537055,55806,1
MESH:C567048,6440,1
MESH:C566882,6439,1
MESH:C564168,23516,1
MESH:D015518,4204,1
MESH:C537987,4747,1
MESH:C537994,4747,1
MESH:C563679,1135,1
MESH:D014898,7486,1
MESH:C536050,2260,1
MESH:C564484,2260,1
MESH:D016715,207,1
MESH:D016715,5728,1
MESH:C537559,2260,1
MESH:C537559,2263,1
MESH:C563818,81790,1
MESH:D009084,138050,1
MESH:D009084,2799,1
MESH:D009084,4669,1
MESH:D009084,6448,1
MESH:C538365,6101,1
MESH:D056730,3481,1
MESH:C567690,767,1
MESH:C535393,7274,1
MESH:C566340,9420,1
MESH:C537104,2138,1
MESH:C535418,54332,1
MESH:C535418,56704,1
MESH:C536058,760,1
MESH:D000141,6521,1
MESH:C536129,54714,1
MESH:D049932,4683,1
MESH:C536132,91147,1
MESH:C537612,91147,1
MESH:C567141,80184,1
MESH:C567141,91147,1
MESH:C536258,54704,1
MESH:C536438,157680,1
MESH:C567675,6935,1
MESH:C563890,79977,1
MESH:C567768,50484,1
MESH:C564972,23479,1
MESH:C565710,23414,1
MESH:C566033,7227,1
MESH:C548078,5885,1
MESH:D005097,2131,1
MESH:D018761,4221,1
MESH:D002813,2131,1
MESH:C537701,4982,1
MESH:C535313,9897,1
MESH:D020936,6326,1
MESH:C562771,405753,1
MESH:C535716,10397,1
MESH:C567714,83696,1
MESH:C563177,1584,1
MESH:C537806,1585,1
MESH:D006954,116519,1
MESH:C563258,389692,1
MESH:C567408,5339,1
MESH:C535377,3691,1
MESH:C535377,5339,1
MESH:C537111,113278,1
MESH:C538178,55630,1
MESH:C536788,9401,1
MESH:D003555,11136,1
MESH:D003555,6519,1
MESH:C567867,23189,1
MESH:C535731,7436,1
MESH:C567656,124997,1
MESH:C563678,169522,1
MESH:C565705,169792,1
MESH:C536171,6505,1
MESH:C536842,10019,1
MESH:C536842,2057,1
MESH:C536842,3717,1
MESH:C567374,7306,1
MESH:C536022,158326,1
MESH:C563985,1029,1
MESH:C536149,1029,1
MESH:D012516,11200,1
MESH:D012516,5925,1
MESH:D012516,7157,1
MESH:C574275,1749,1
MESH:C563977,7010,1
MESH:C565956,2688,1
MESH:C563685,10210,1
MESH:C538013,54840,1
MESH:C566550,23064,1
MESH:C535715,10280,1
MESH:C565957,57679,1
MESH:C535658,8200,1
MESH:D005621,2395,1
MESH:C535442,80270,1
MESH:C535442,9414,1
MESH:C564675,117531,1
MESH:C566593,140803,1
MESH:D054546,23230,1
MESH:C567032,29968,1
MESH:C563938,4915,1
MESH:C566454,79048,1
MESH:C537088,3549,1
MESH:C567856,79068,1
MESH:C535752,4247,1
MESH:D015319,2203,1
MESH:D004314,2623,1
MESH:C537805,3293,1
MESH:C537901,2304,1
MESH:C535785,54187,1
MESH:C536150,7046,1
MESH:C538068,3795,1
MESH:D013631,19,1
MESH:D006816,3064,1
MESH:D004402,8518,1
MESH:C564629,25861,1
MESH:C537730,4157,1
MESH:C537730,4948,1
MESH:C535897,22954,1
MESH:C565920,22954,1
MESH:C537005,727,1
MESH:C565657,286204,1
MESH:C567838,2516,1
MESH:D009261,4010,1
MESH:D013683,2022,1
MESH:C537702,4089,1
MESH:C537702,657,1
MESH:C563358,94,1
MESH:C563412,4089,1
MESH:C567228,203,1
MESH:C537194,2733,1
MESH:D054438,25,1
MESH:D054438,613,1
MESH:D014402,7248,1
MESH:C565346,7248,1
MESH:D018192,7248,1
MESH:D018192,7249,1
MESH:D003922,26191,1
MESH:D003922,3569,1
MESH:D003922,3710,1
MESH:D003922,5078,1
MESH:D003922,6927,1
MESH:D011697,11093,1
MESH:C536102,389827,1
MESH:C535662,2200,1
MESH:D007024,27235,1
MESH:C537236,1757,1
MESH:C537979,64170,1
MESH:C537979,64581,1
MESH:C536984,56623,1
MESH:C567651,286262,1
MESH:C565232,3559,1
MESH:C566602,3559,1
MESH:C564233,10133,1
MESH:C531816,100,1
MESH:C567508,783,1
MESH:C564624,53904,1
MESH:C566956,92935,1
MESH:D018813,5979,1
MESH:D018814,5979,1
MESH:C567059,1027,1
MESH:C562434,2074,1
MESH:C535992,2074,1
MESH:C567456,4477,1
MESH:C563602,4153,1
MESH:C563705,65217,1
MESH:C566502,72,1
MESH:C537279,26128,1
MESH:C535813,3098,1
MESH:C563673,50674,1
MESH:C538382,5092,1
MESH:C538322,55315,1
MESH:C563327,491,1
MESH:C563327,64072,1
MESH:C535342,3299,1
MESH:D007965,2581,1
MESH:C567125,5660,1
MESH:C566435,5660,1
MESH:C567097,5660,1
MESH:C564805,9325,1
MESH:C565255,23522,1
MESH:C536717,23522,1
MESH:C563719,3778,1
MESH:C536423,11128,1
MESH:C537485,3329,1
MESH:C536355,6229,1
MESH:C566451,657,1
MESH:C538375,2746,1
MESH:C567551,9060,1
MESH:C565342,5728,1
MESH:D015217,3988,1
MESH:C565507,55165,1
MESH:C567758,5146,1
MESH:C567759,5146,1
MESH:C535761,4868,1
MESH:C535761,51196,1
MESH:C535761,7827,1
MESH:C563703,1557,1
MESH:C563704,1557,1
MESH:C563838,10516,1
MESH:C564252,176,1
MESH:C536414,189,1
MESH:C565214,118813,1
MESH:D007566,1244,1
MESH:D011561,368,1
MESH:D011561,64131,1
MESH:D011561,64132,1
MESH:C537168,5076,1
MESH:C563575,5428,1
MESH:C537617,145173,1
MESH:C537775,5309,1
MESH:C567076,1586,1
MESH:C537152,486,1
MESH:C565155,1308,1
MESH:D005168,2155,1
MESH:D007706,538,1
MESH:C565129,2263,1
MESH:C566511,2263,1
MESH:D046589,4854,1
MESH:C566487,36,1
MESH:D015799,4942,1
MESH:D017092,7390,1
MESH:C566896,3265,1
MESH:C563798,977,1
MESH:C565100,3630,1
MESH:C562776,3630,1
MESH:D015477,23092,1
MESH:D015477,4763,1
MESH:D015477,5781,1
MESH:D015477,867,1
MESH:C564543,1028,1
MESH:C566108,6786,1
MESH:D017086,3043,1
MESH:D000755,3043,1
MESH:D052120,3920,1
MESH:C564192,3043,1
MESH:D017085,3039,1
MESH:D017085,3040,1
MESH:D017085,3043,1
MESH:D052536,6609,1
MESH:D052537,6609,1
MESH:C567268,6609,1
MESH:C535421,81846,1
MESH:C535422,81846,1
MESH:C567878,272,1
MESH:C564005,120227,1
MESH:D046768,3767,1
MESH:D046768,6833,1
MESH:D044903,3767,1
MESH:D044903,6833,1
MESH:C567215,10804,1
MESH:C537480,8291,1
MESH:C536039,203859,1
MESH:C567645,203859,1
MESH:D010024,1277,1
MESH:D010024,1278,1
MESH:D010024,6569,1
MESH:D010024,799,1
MESH:D010024,8572,1
MESH:D010024,9368,1
MESH:C537022,5080,1
MESH:D017624,5080,1
MESH:D017624,7490,1
MESH:C563492,5080,1
MESH:C563493,5080,1
MESH:D052159,7490,1
MESH:D030321,7490,1
MESH:C567355,966,1
MESH:D020642,847,1
MESH:C565447,8050,1
MESH:C563311,5896,1
MESH:C563311,5897,1
MESH:C567115,5896,1
MESH:C567115,5897,1
MESH:C563691,5896,1
MESH:D053632,3561,1
MESH:C566510,60529,1
MESH:C562724,2147,1
MESH:C537525,50964,1
MESH:C566169,4607,1
MESH:C567340,91252,1
MESH:C565168,710,1
MESH:C537291,63901,1
MESH:C537020,63901,1
MESH:C563242,2694,1
MESH:D020790,551,1
MESH:C536131,51259,1
MESH:C536294,51259,1
MESH:C566646,54949,1
MESH:C536352,7439,1
MESH:C567712,7439,1
MESH:C536644,26580,1
MESH:C567555,83706,1
MESH:D006012,5837,1
MESH:D049912,9049,1
MESH:C563683,84153,1
MESH:C567832,117144,1
MESH:C567832,117155,1
MESH:C567832,161497,1
MESH:C563702,64837,1
MESH:D015324,5091,1
MESH:C565969,1991,1
MESH:C537856,2259,1
MESH:C536056,4041,1
MESH:C566619,4041,1
MESH:D003966,7040,1
MESH:C535588,1374,1
MESH:C567376,219931,1
MESH:D019082,1717,1
MESH:C537122,3636,1
MESH:C567735,10008,1
MESH:C566878,4204,1
MESH:C564007,4647,1
MESH:C567833,84233,1
MESH:D012178,4041,1
MESH:D012178,8322,1
MESH:C537627,1075,1
MESH:C537729,7299,1
MESH:C537728,7299,1
MESH:C567139,123041,1
MESH:C535420,8898,1
MESH:C565831,7225,1
MESH:C567279,9313,1
MESH:C537353,4322,1
MESH:D001260,472,1
MESH:C566865,472,1
MESH:D002345,6392,1
MESH:C566831,6392,1
MESH:C567493,5805,1
MESH:C564461,5422,1
MESH:D028227,2934,1
MESH:D028227,9445,1
MESH:C567728,3587,1
MESH:C567514,6330,1
MESH:C566769,3145,1
MESH:C536726,5818,1
MESH:C563464,5818,1
MESH:C563295,7007,1
MESH:C537880,6309,1
MESH:C567734,55800,1
MESH:C536141,220296,1
MESH:C536141,23209,1
MESH:C565504,219844,1
MESH:C537652,6557,1
MESH:C535541,27034,1
MESH:C564162,65125,1
MESH:C566470,93589,1
MESH:C536962,775,1
MESH:C567509,775,1
MESH:C562791,8074,1
MESH:C563278,3736,1
MESH:C567174,3736,1
MESH:C567389,3741,1
MESH:D056728,7450,1
MESH:D056725,7450,1
MESH:D056729,7450,1
MESH:D056929,6338,1
MESH:C566993,6843,1
MESH:C566029,7167,1
MESH:C536959,113246,1
MESH:C565170,716,1
MESH:C562626,715,1
MESH:C567045,4040,1
MESH:C536167,4256,1
MESH:C566483,5149,1
MESH:D005878,54658,1
MESH:C563641,3945,1
MESH:C535572,10060,1
MESH:D005879,114798,1
MESH:D005879,3067,1
MESH:C563740,121512,1
MESH:C537126,10059,1
MESH:C567739,55605,1
MESH:C580388,144165,1
MESH:C557815,3557,1
MESH:C535819,1311,1
MESH:C563627,1280,1
MESH:C535799,1280,1
MESH:D005271,1280,1
MESH:C565179,1280,1
MESH:C563709,1280,1
MESH:C565046,1280,1
MESH:C537207,1280,1
MESH:C565740,1280,1
MESH:C535766,1280,1
MESH:C563710,1280,1
MESH:D006014,5213,1
MESH:C567766,84733,1
MESH:D058490,2516,1
MESH:C566908,7846,1
MESH:D018500,359,1
MESH:D018500,554,1
MESH:C536173,362,1
MESH:C566980,57609,1
MESH:D053549,3868,1
MESH:D053549,3872,1
MESH:C563730,3852,1
MESH:D053560,3849,1
MESH:C563978,1475,1
MESH:C563978,3849,1
MESH:C536088,3848,1
MESH:C564367,3858,1
MESH:D053559,3859,1
MESH:C562577,3875,1
MESH:C566123,3875,1
MESH:C565846,3875,1
MESH:C536008,8086,1
MESH:C538141,6821,1
MESH:C567649,6231,1
MESH:C564369,2065,1
MESH:C537412,4035,1
MESH:C536332,2735,1
MESH:C566467,10102,1
MESH:C537415,23592,1
MESH:C563593,23592,1
MESH:C567682,3458,1
MESH:C567682,7249,1
MESH:C537015,29123,1
MESH:D003866,121278,1
MESH:D003866,2289,1
MESH:D003866,3356,1
MESH:C565919,79738,1
MESH:C537688,80184,1
MESH:C565720,80184,1
MESH:C565677,11081,1
MESH:C566452,1634,1
MESH:C565319,246213,1
MESH:C563867,3479,1
MESH:C567494,5053,1
MESH:C567494,5860,1
MESH:C535353,55703,1
MESH:C536339,4598,1
MESH:C537013,89910,1
MESH:C535797,59341,1
MESH:C563981,59341,1
MESH:C537172,59341,1
MESH:C564656,59341,1
MESH:D007644,488,1
MESH:C565125,488,1
MESH:C565126,488,1
MESH:C562938,5781,1
MESH:C536937,6926,1
MESH:C563561,26353,1
MESH:C537596,35,1
MESH:C563933,6927,1
MESH:C564190,6927,1
MESH:C567286,6927,1
MESH:C565101,3172,1
MESH:C536750,23545,1
MESH:C564272,22953,1
MESH:D013494,4137,1
MESH:C536457,2706,1
MESH:C566528,2706,1
MESH:C537210,2706,1
MESH:C567839,2254,1
MESH:C536943,9241,1
MESH:C535900,6445,1
MESH:C536787,26278,1
MESH:C563451,3651,1
MESH:D004480,81839,1
MESH:C566600,51371,1
MESH:C567090,91662,1
MESH:C563980,675,1
MESH:C537181,25953,1
MESH:C536858,23111,1
MESH:C565138,341640,1
MESH:C535750,79796,1
MESH:C538380,10166,1
MESH:D006527,540,1
MESH:C563790,81624,1
MESH:C536399,129563,1
MESH:C575534,1203,1
MESH:C565248,26224,1
MESH:C535334,1910,1
MESH:C537746,10082,1
MESH:C567664,2535,1
MESH:C535347,23483,1
MESH:C566464,7546,1
MESH:C567652,6555,1
MESH:D056889,6901,1
MESH:C567088,1282,1
MESH:C536391,2483,1
MESH:D005171,2159,1
MESH:C537743,6295,1
MESH:C567499,283,1
MESH:C567698,57096,1
MESH:C565327,57096,1
MESH:C566916,23322,1
MESH:C562687,9056,1
MESH:C536709,4323,1
MESH:C564679,6444,1
MESH:D039141,8106,1
MESH:C563540,4624,1
MESH:C562934,274,1
MESH:C564128,85446,1
